genero,especie,numero,fechapol,fechamad,codigo,ubicacion,responsable,cantidad,disponible,archivo_origen
Laeliocattleya,Longriver Compton Golden Star 089  x Mildred Rives,H-000110,01-Apr-09,27-nov-09,PRH6610,V-4 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Oso Polar x Milt. Twin Peaks,H-000111,10-mar-08,06-sep-08,PRH6612,V-15 M-1B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Dendrobium,Burana Sunshine x Den. Thainad Stripe,H-000113,11-mar-08,07-sep-08,PRH6620,V-7 M-1B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Phragmipedium,longifolium x Phragmipedium besseae Pepe Dream,H-000114,11-nov-09,11-mar-10,PRH6622,V-16 M-4E,JHON VALLE,1,0,HIBRID_STEFY.XLS
Phragmipedium,Ruby Slippers x Phragmipedium longifolium,H-000115,06-oct-09,05-mar-10,PRH6623,V-16 M-4E,JHON VALLE,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Nobile's Spark x Hibrida Red Witch,H-000117,12-feb-09,10-oct-09,PRH6625,V-4 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Phragmipedium,QF Maria,H-000173,20-Apr-10,03-sep-10,PRH6630,V-16 M-4E,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Phragmipedium,QF Maria,H-000724,04-feb-14,16-may-14,PRH6630,V-2 P-A,ESTELA SARMIENTO,1,0,HIBRID_STEFY.XLS
Phragmipedium,QF Maria,H-000152,06-oct-09,04-Apr-10,PRH6630,V-16 M-4E,JHON VALLE,1,0,HIBRID_STEFY.XLS
Doritaenopsis,Ecuagenera I,H-000119,07-oct-09,16-mar-10,PRH6634,V-1 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Ascocenda,Kultana 4n x Vanda Pure Wax x Vanda Pornpimol Gordon Dillon 'Ascosenda Cielo Azul',H-000120,15-mar-10,10-nov-08,PRH6646,V-1 M-1A,,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Dormaniana x Lc. Amber Glow x C. Hibrida M B G K  E,H-000122,15-mar-08,09-Jan-09,PRH6656,V-5 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Dormaniana x Lc. Amber Glow x C. Hibrida M B G K  E,H-000121,14-feb-09,11-Dec-09,PRH6656,V-5 M-6B,JHON VALLE,3,0,HIBRID_STEFY.XLS
Lycaste,Walnut,H-000123,16-mar-08,11-nov-10,PRH6659,V-16 M-5E,,1,0,HIBRID_STEFY.XLS
Odontioda,Anna Claire x Oda White Spotted,H-000124,29-Aug-09,25-feb-10,PRH6665,V-15 M-3A,JHON VALLE,3,0,HIBRID_STEFY.XLS
Phalaenopsis,Hsinying Earthquake x Phal.hsinying Bankok,H-000126,01-may-09,28-oct-09,PRH6666,V-1 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Guayaquileña x Phal. Mariposa Ec,H-000127,17-jul-09,13-Jan-10,PRH6668,V-1 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Antoniella,H-000128,17-mar-08,12-nov-10,PRH6675,V-4 M-2B,,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Miss Gaby (cattleya Labiata Pure Marco 93 x Laeliocattleya Melody Fair Mishima),H-000129,17-mar-08,12-nov-08,PRH6679,V-1 M-1A,,1,0,HIBRID_STEFY.XLS
Masdevallia,Paulina Villena,H-000233,08-oct-10,07-Dec-10,PRH6693,V-9 M-4A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Cymbidium,Red Vale Bayswater Scented x Cym. La511,H-000130,23-jun-09,20-mar-10,PRH6697,V-23 M-11A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Cymbidium,La511 x Cymb. Royal Rose Fragrans,H-000131,02-may-09,28-mar-10,PRH6700,V-23 M-11A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Cymbidium,Gloria Aguilar II x Cymb. Kk581,H-000132,20-jul-09,17-mar-10,PRH6701,V-23 M-11B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Dendrobium,Cleopatra x Den. Hibrido H 2 Ec,H-000133,05-oct-09,03-Apr-10,PRH6707,V-1 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Dendrobium,Rosana Ec x Den. Burana Charming,H-000134,07-sep-09,06-mar-10,PRH6708,V-4 M-21B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Kakemizu Grand,H-000136,07-jul-09,04-mar-10,PRH6712,V-4 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Epilaelia,harpophylla x Epi.macrocarpum,H-000137,24-Jan-09,20-nov-09,PRH6713,V-15 M-3B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Cymbidium,Estrella De Oro Ec  x Cym. Holandes Amarillo Ec,H-000138,12-jun-09,09-mar-10,PRH6715,V-23 M-11A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Doritaenopsis,Taisuco Fire Bird x Phal. Primavera Ec,H-000139,24-jul-09,21-mar-10,PRH6717,V-5 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Ascocenda,Soksacron Gold x V. Tangerine Red,H-000140,24-jul-09,20-Apr-10,PRH6719,V-1 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Sophrolaeliocattleya,Ecuagenera V I,H-000141,04-Aug-09,02-mar-10,PRH6722,V-4 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Sophrolaeliocattleya,Ecuagenera V I I,H-000142,08-Apr-09,03-Jan-10,PRH6723,V-4 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Vanda,Robert's Delight x V. Tangerine,H-000143,01-may-09,26-Jan-10,PRH6725,V-1 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Vanda,Robert's Delight x V. Tangerine,H-000193,01-may-09,22-oct-10,PRH6725,V-1 M-1A,MANZANO ANTONIO,1,0,HIBRID_STEFY.XLS
Brassocattleya,Fuchs Star,H-000144,07-Aug-09,04-Jan-10,PRH6726,V-16 M-2E,JHON VALLE,1,0,HIBRID_STEFY.XLS
Brassocattleya,Fuchs Star,H-000179,23-nov-09,19-sep-10,PRH6726,V-16 M-2E,GERARDO GUACHISACA,2,0,HIBRID_STEFY.XLS
Cattleya,Red Ruby x C. Tiffin Bells,H-000147,26-Aug-09,22-feb-10,PRH6729,V-4 M-6B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Oso Polar x Mltnps Algodon,H-000148,15-Aug-09,11-feb-10,PRH6730,V-15 M-1B,JHON VALLE,1,0,HIBRID_STEFY.XLS
Maxillaria,arachnites x Max. striata,H-000149,12-Jan-10,11-jul-10,PRH6731,V-9 M-5B,JHON VALLE,3,0,HIBRID_STEFY.XLS
Sophrolaeliocattleya,Trick Track x Sophronitis. coccinea,H-000169,26-nov-09,02-sep-10,PRH6732,V-16 M-5E,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Sophrolaeliocattleya,Trick Track x Sophronitis. coccinea,H-000150,26-nov-09,25-may-10,PRH6732,V-16 M-5E,JHON VALLE,2,0,HIBRID_STEFY.XLS
Lycaste,Sunray White Unicorn x Lyc.shonan Melody,H-000151,29-Aug-09,25-feb-10,PRH6734,V-16 M-1A,JHON VALLE,1,0,HIBRID_STEFY.XLS
Sophronitis,coccinea x Cattleya dowiana,H-000155,26-feb-10,24-oct-10,PRH6739,V-16 M-1E,JHON VALLE,2,0,HIBRID_STEFY.XLS
Doritaenopsis,Kv Charmer T310 X  Phal. Salu Peoker x Dpts Taida Pearl,H-000156,01-Apr-10,30-jun-10,PIH6743,V-1 M-1A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Doritaenopsis,Los Mayas,H-000157,05-Apr-10,01-Dec-10,PRH6752,V-1 M-1A,,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Guayaquil Fire,H-000158,05-Apr-08,01-Dec-08,PRH6755,V-1 M-1A,,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Jorge,H-000159,12-Apr-08,08-Dec-10,PRH6767,V-4 M-28A,,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Rosada Splash Ec x Phalaenopsis Blanca Puntos Lacre,H-000160,16-Dec-09,11-Dec-10,PRH6785,V-1 M-1A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Orange Puniny x Brassolaeliocatteya Chia Lin New Ci,H-000161,17-Dec-09,13-sep-10,PRH6794,V-5 M-12A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Doritaenopsis,Sogo Medal x Kv Charmer T310 Ph Salu Peo. x Dp.taid,H-000162,24-may-10,18-feb-11,PRH6858,V-25 M-1A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Masdevallia,Prince Charming,H-000836,03-jul-14,07-nov-14,PRH6871,V-25 M-6B,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Masdevallia,Prince Charming,H-000259,08-oct-10,07-Dec-10,PRH6871,V-9 M-3A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Sp 4-10-24a x Blc. Dora Louise Coppen Lea,H-000163,02-jun-08,28-Jan-09,PRH6876,V-4 M-28A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Paphiopedilum,rothschildianum x malipoense,H-000165,07-Aug-09,05-nov-10,PRH6901,V-4 M-6A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Oncidium,hyphaematicum x Oncidium Minmii x Dark Sun,H-000166,22-jul-09,18-Jan-10,PRH6954,V-16 M-4E,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Speciosisima x Laeliocattleya Pumila,H-000167,19-Aug-10,17-nov-10,PRH6973,V-1 M-1A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Doritaenopsis,112 x Orglad White Puff,H-000168,09-sep-09,08-mar-10,PRH7002,V-4 M-1A,ELIZABETH YANZA,1,0,HIBRID_STEFY.XLS
Lycaste,Shonan Melody x Lyc. Kiam Miss Kobe,H-000170,24-jun-09,02-sep-10,PRH7050,V-18 M-1C,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Miltoniopsis,Evelyn Crumpley x purpura,H-000171,16-Dec-09,03-sep-10,PRH7051,V-18 M-2A,JIMMY MORENO,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Herralexandre x Miltnps. Mp264,H-000172,24-Dec-09,03-sep-10,PRH7052,V-18 M-2A,JIMMY MORENO,2,0,HIBRID_STEFY.XLS
Masdevallia,Ecuagenera x Masd. norops,H-000174,09-sep-10,08-mar-05,PRH7056,V-9 M-2A,GERARDO GUACHISACA,1000,0,HIBRID_STEFY.XLS
Miltoniopsis,Rocio x Play Girl Cha-cha,H-000175,16-sep-09,09-sep-10,PRH7058,V-15 M-1B,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Dendrobium,Thongchai Gold x Elizabeth,H-000176,24-jun-10,17-sep-10,PRH7114,V-7 M-17B,MEDINA HUGO,1,0,HIBRID_STEFY.XLS
Odontioda,Lovely Apple Chot Goshell  x 5465,H-000177,23-nov-09,23-sep-10,PRH7117,V-16 M-3E,GERARDO GUACHISACA,3,0,HIBRID_STEFY.XLS
Cattleya,Virgen de Guadalupe,H-000178,15-oct-09,23-sep-10,PRH7118,V-16 M-2E,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Dendrobium,Walter Oumae-thongchai Gold x Rung Rot Pink,H-000181,28-mar-10,29-sep-10,PRH7132,V-7 M-10A,MANZANO ANTONIO,2,0,HIBRID_STEFY.XLS
Laeliocattleya,Gold Digger x C. dowiana,H-000182,07-Dec-09,03-oct-10,PRH7145,V-4 M-6B,PORTILLA IVAN,4,0,HIBRID_STEFY.XLS
Sophrolaeliocattleya,Nobile x Chocolate x George x Slc. Misty Girl,H-000186,31-mar-10,02-oct-10,PRH7156,V-4 M-6B,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Cattleya,Pole-Star,H-000189,05-may-09,12-oct-10,PRH7174,V-16 M-1E,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Vanda,Nk 02 x Sanderiana,H-000190,11-mar-10,12-oct-10,PRH7175,V-2 M-12C,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Dendrobium,Solidaria,H-000192,24-jun-10,22-oct-10,PRH7184,V-4 M-25A,MANZANO ANTONIO,5,0,HIBRID_STEFY.XLS
Laelia,xanthina x Encyclia randii,H-000194,26-oct-08,23-feb-11,PRH7201,V-16 M-3A,ULLOA JACINTO,1000,0,HIBRID_STEFY.XLS
Phalaenopsis,Blanca Grande x Phalaenopsis Hsinying Earthquake,H-000195,26-oct-09,23-feb-10,PRH7202,V-1 M-1A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Madre Salesia White 1 x Phal. Madre Salesia White,H-000762,19-mar-14,11-jun-14,PRH7210,V-4 M-9A,MEDINA HUGO,3,0,HIBRID_STEFY.XLS
Phalaenopsis,Madre Salesia White 1 x Phal. Madre Salesia White,H-000196,03-Jan-10,28-oct-10,PRH7210,V-5 M-13B,BARROSO ARTURO,1,0,HIBRID_STEFY.XLS
Stanhopea,connata x Peristeria pendula,H-000197,06-feb-10,04-nov-10,PRH7211,V-16 M-1F,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Odontoglossum,Aurarium X Wilsonara Tiger Braw,H-000198,27-nov-09,04-nov-10,PRH7212,V-15 M-3A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Odontioda,Hansueli Isler x Oda. Or64 George Mchahon Fortuna,H-000199,24-Dec-09,06-nov-10,PRH7213,V-9 M-5B,JIMMY MORENO,2,0,HIBRID_STEFY.XLS
Acineta,superba x Stan. nigra X Stan. grandiflora,H-000200,04-Apr-10,09-nov-10,PRH7223,V-16 M-1F,GERARDO GUACHISACA,2,0,HIBRID_STEFY.XLS
Paphinopea,Doug Kennedy,H-000202,12-Jan-10,25-nov-10,PRH7256,V-16 M-1F,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Laeliocattleya,Hibrida x Cattleya maxima 33-x 66,H-000203,28-sep-10,06-Dec-10,PRH7313,V-4 M-6B,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Lycaste,Chita Sunset Especial x Lycaste Kiam Miss Kobe (gm024),H-000204,08-Dec-10,07-Apr-10,PRH7316,V-10 M-3A,GERARDO GUACHISACA,10,0,HIBRID_STEFY.XLS
Masdevallia,hirtzii x Masdevallia instar,H-000205,08-Dec-10,07-Apr-10,PRH7317,V-9 M-2A,GERARDO GUACHISACA,10,0,HIBRID_STEFY.XLS
Lycaste,Juanito Cordero,H-000229,08-oct-10,07-Dec-10,PRH7323,V-18 M-1C,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Masdevallia,uniflora x Jostia teaguei ( Sueño Lindo),H-000254,09-Dec-10,07-feb-11,PRH7324,V-15 M-1B,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Masdevallia,Gold Dust,H-000270,08-oct-10,07-Dec-10,PRH7326,V-16 M-2A,ULLOA JACINTO,1,0,HIBRID_STEFY.XLS
Dendrobium,unicum x Dendrobium harveyanum,H-000271,06-oct-10,20-Dec-10,PRH7397,V-16 M-5A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Cymbidium,Om 247,H-000273,13-oct-09,14-Dec-10,PRH7427,V-16 M-2E,GERARDO GUACHISACA,4,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Vicky Gold x Blc. Almakee,H-000275,22-Jan-10,23-Dec-10,PRH7429,V-16 M-2C,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Dendrobium,Burana Green x Dend. Paola,H-000276,25-Aug-10,05-Jan-11,PRH7433,V-7 M-16B,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Dendrobium,Ivan Beauty x Den. Enobi Purple Splash (kom x Lagu),H-000280,25-Aug-10,15-Jan-11,PRH7569,V-7 M-3B,PORTILLA ALEX,3,0,HIBRID_STEFY.XLS
Vanda,Especial Morada Palida x V. Especial Rosada Cafe,H-000281,10-may-10,15-Jan-11,PRH7572,V-2 P-A,PORTILLA ALEX,3,0,HIBRID_STEFY.XLS
Maxillaria,irrorata x Maxillaria turkeliae,H-000282,17-Jan-11,17-may-10,PRH7573,V-18 M-1B,ULLOA JACINTO,100,0,HIBRID_STEFY.XLS
Oncidium,Tiger Brew x Oda. 0r38 Lovely Apple Ruby Castlehill,H-000283,27-nov-09,21-Jan-11,PRH7574,V-15 M-3A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Odontoglossum,Stropheon 'los Osos' X Odm. Mount Tamalpais 'big.jh',H-000284,17-mar-10,22-Jan-11,PRH7580,V-16 M-5E,JIMMY MORENO,1,0,HIBRID_STEFY.XLS
Odontonia,Yellow Parade 'alpine' x Oda. Or64 George Mchahon Fortuna,H-000285,27-feb-10,28-Jan-11,PRH7732,V-18 M-2A,JIMMY MORENO,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,King of Taiwan Golden x Potinara Mafd Fire Dragon,H-000286,01-jun-10,11-feb-11,PRH7745,V-5 M-20A,MIÑARCAJA OLMEDO,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Hibrida Yellow x Blc. Pamela Hetherington,H-000287,29-may-10,11-feb-11,PRH7746,V-4 M-1A,MIÑARCAJA OLMEDO,1,0,HIBRID_STEFY.XLS
Dracula,D'Lutto,H-000288,28-oct-10,16-feb-11,PRH7748,V-15 M-1B,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Striada x Dtps. Queen Bear Red Sky,H-000289,18-Jan-10,16-Jan-11,PRH7750,V-1 M-1A,PANCHES SANDRO,2,0,HIBRID_STEFY.XLS
Phalaenopsis,Pink Stripe x Phal. Ecuagenera Magic,H-000290,28-Aug-10,16-feb-11,PRH7753,V-1 M-1A,PANCHES SANDRO,2,0,HIBRID_STEFY.XLS
Phalaenopsis,schilleriana x Phal. Taisuco Firebird,H-000291,20-oct-10,16-feb-11,PRH7755,V-8 M-6B,PANCHES SANDRO,1,0,HIBRID_STEFY.XLS
Vanda,Yellow Spotted x V. Lenavat Am,H-000292,25-Aug-10,16-feb-11,PRH7757,V-1 M-1A,PANCHES SANDRO,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Chola Gualaceña x Phal. Black Berry,H-000293,25-Aug-10,21-feb-11,PRH7770,V-5 M-13A,PORTILLA ALEX,2,0,HIBRID_STEFY.XLS
Dendrobium,Burana Charming x D. Enobi Purple,H-000294,11-nov-10,21-feb-11,PRH7771,V-7 M-1B,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Phalaenopsis,Pink Spotted x Phal. Ching Hua Magic,H-000295,27-Aug-10,21-feb-11,PRH7772,V-4 M-1A,PORTILLA IVAN,2,0,HIBRID_STEFY.XLS
Cymbidium,8145 Yellow # 1 H00008 x Cymb. Pf437 Wallacia 'burnt Orange',H-000301,27-jul-10,12-mar-11,PRH7837,V-9 M-11C,CAJAMARCA JOSE LUIS,2,0,HIBRID_STEFY.XLS
Dendrobium,Thongchai Gold x Den. Black Jack,H-000303,16-Dec-10,14-mar-11,PRH7840,V-7 M-2B,PORTILLA IVAN,3,0,HIBRID_STEFY.XLS
Dendrobium,Esmerald Fantasy x Den. Elizabeth,H-000304,17-Dec-10,14-mar-11,PRH7841,V-7 M-2B,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Dendrobium,Esmerald Fantasy x Den. Elizabeth,H-000318,28-Dec-10,26-mar-11,PRH7841,V-7 M-2B,EDISON LOJANO,1,0,HIBRID_STEFY.XLS
Vanda,La Bonita x Vanda Tokyo Blue,H-000305,20-oct-10,14-mar-11,PRH7843,V-1 M-1A,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Dendrobium,Aridang yellow x Den. Elizabeth,H-000306,28-Dec-10,14-mar-11,PRH7845,V-1 M-1A,PORTILLA IVAN,2,0,HIBRID_STEFY.XLS
Dendrobium,Boonchoo Gold 'Alex 2' x Den. Elizabeth,H-000307,28-Dec-10,14-mar-11,PRH7846,V-7 M-1B,PORTILLA IVAN,5,0,HIBRID_STEFY.XLS
Potinara,Golden Squinara x Blc. Yen 24 Karat,H-000308,01-jun-10,21-mar-11,PRH7867,V-10 M-1A,MIÑARCAJA OLMEDO,2,0,HIBRID_STEFY.XLS
Phalaenopsis,Black Berry # 15 x Phal. Hibrida White Big,H-000309,25-Aug-10,21-mar-11,PRH7868,V-0,MIÑARCAJA OLMEDO,1,0,HIBRID_STEFY.XLS
Dendrobium,Bangkod Green-many Trouse x Den. Anuchar Flare,H-000310,16-Dec-10,21-mar-11,PRH7869,V-7 M-2B,MIÑARCAJA OLMEDO,4,0,HIBRID_STEFY.XLS
Dendrobium,Burana Charming Blue Lip x Den. Rosana Pink Round Form,H-000311,30-Dec-10,21-mar-11,PRH7871,V-1 M-1A,MIÑARCAJA OLMEDO,3,0,HIBRID_STEFY.XLS
Dendrobium,Candy Stripe # 1 x Den. New Wannee,H-000312,16-Dec-10,21-mar-11,PRH7872,V-7 M-2B,MIÑARCAJA OLMEDO,1,0,HIBRID_STEFY.XLS
Vanda,Sangre Azul x V. Tiger Blue,H-000313,08-nov-10,21-mar-11,PRH7875,V-1 M-1A,MIÑARCAJA OLMEDO,1,0,HIBRID_STEFY.XLS
Vanda,Especial 101 x Ascosenda Tanger,H-000314,20-oct-10,21-mar-11,PRH7878,V-1 M-1A,MIÑARCAJA OLMEDO,1,0,HIBRID_STEFY.XLS
Masdevallia,veitchiana x Dracula Raven Ivan,H-000315,23-nov-10,26-mar-11,PRH7920,V-15 M-1B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Dracuvallia,Aletta Page,H-000316,13-Dec-10,26-mar-11,PRH7921,V-15 M-1B,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Dendrobium,Bangkok Green-mary Trouse x Den. Elizabeth,H-000317,28-Dec-10,26-mar-11,PRH7923,V-7 M-2B,EDISON LOJANO,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Korat Sunrise x Blc. Edgard Van Belle X Blc. Pamela Hetherington,H-000319,29-may-10,26-mar-11,PRH7924,V-4 M-2A,EDISON LOJANO,2,0,HIBRID_STEFY.XLS
Cymbidium,Naturaleza Green 1 x Cymb. Valley Zenith Concord,H-000323,02-sep-10,29-mar-11,PRH7930,V-9 M-11C,EDISON LOJANO,1,0,HIBRID_STEFY.XLS
Cymbidium,Pf437 Wallacia 'Burnt Orange' x Cymb. Allumination,H-000324,26-jul-10,29-mar-11,PRH7931,V-24 M-5C,EDISON LOJANO,2,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Golden Triumph-destiny x Lc. Memoria Sangah Chit x Lc. Orange Pukiny,H-000325,21-Dec-10,04-Apr-11,PRH7934,V-4 M-24A,EDISON LOJANO,2,0,HIBRID_STEFY.XLS
Doritaenopsis,Spring Dance Spotted x Dtps. White Pink Spotted,H-000326,04-oct-10,04-Apr-11,PRH7937,V-10 M-1A,EDISON LOJANO,2,0,HIBRID_STEFY.XLS
Doritaenopsis,Spring Dance Spotted x Dtps. Hsinying Mount,H-000327,04-oct-10,04-Apr-11,PRH7939,V-10 M-1A,EDISON LOJANO,3,0,HIBRID_STEFY.XLS
Vanda,Hibrida Yellow Peach x V. Lenavat Am,H-000328,25-Aug-10,08-Apr-11,PRH7948,V-10 M-1A,,1,0,HIBRID_STEFY.XLS
Rhyncholaeliocattley,Goldernell Burdekin x Slc. Magic Solar Flare 'Tokyo Magic',H-000329,25-Aug-10,13-nov-10,PRH7950,V-4 M-1A,EDISON LOJANO,2,0,HIBRID_STEFY.XLS
Cattleya,Vidalee x Cattleya Siam 80,H-000330,29-Dec-10,11-Apr-11,PRH7952,V-10 M-1A,EDISON LOJANO,1,0,HIBRID_STEFY.XLS
Vanda,Robert's Delight Extra Big x Ascda. Coopper Pure 'Crownfox' Hcc/Aos,H-000331,25-Aug-11,18-Apr-12,PRH7971,V-1 M-1A,,1,0,HIBRID_STEFY.XLS
Cattleya,Nikolita Portilla,H-000332,07-nov-10,20-Apr-11,PRH7972,V-4 M-7A,CASTILLO ALEJANDRO,2,0,HIBRID_STEFY.XLS
Epilaeliocattleya,Mae Bly Emy ' Ching Hua Splash' x Blc. Port Of Paradise,H-000333,17-Dec-10,20-Apr-11,PRH7973,V-4 M-26A,CASTILLO ALEJANDRO,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Riobamba x Miltnps. Play Girl Cha-cha,H-000335,16-sep-10,02-may-11,PRH7987,V-15 M-1B,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Miltoniopsis,Riobamba x Miltnps. Ecuador,H-000336,16-sep-10,02-may-11,PRH7988,V-15 M-1B,GERARDO GUACHISACA,1,0,HIBRID_STEFY.XLS
Cymbidium,Nevado Lindo H00205 x Cymbidium 6262,H-000337,01-sep-10,05-may-11,PRH7992,V-23 M-7B,PORTILLA IVAN,2,0,HIBRID_STEFY.XLS
Oncidium,George McMahon Fortuna x Oda. Oa-4 Durham Point x Ingmar,H-000368,28-jun-10,05-jul-11,PRH7994,V-18 M-2A,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Oncidium,George McMahon Fortuna x Oda. Oa-4 Durham Point x Ingmar,H-000338,28-jun-10,09-may-11,PRH7994,V-18 M-2A,JIMMY MORENO,1,0,HIBRID_STEFY.XLS
Phragmipedium,Ruby Slippers x Phragmipedium besseae,H-000344,26-Jan-10,12-may-10,PRH8004,V-16 M-4E,,1,0,HIBRID_STEFY.XLS
Phragmipedium,Sorel Point,H-000345,26-Jan-10,12-may-10,PRH8005,V-16 M-4E,,1,0,HIBRID_STEFY.XLS
Phragmipedium,Sorel Point,H-001326,28-feb-17,29-mar-18,PRH8005,V-2 P-A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Phragmipedium,Sorel Point,H-001333,29-Dec-17,29-Dec-17,PRH8005,V-2 P-A,CARLOS GUACHISACA,2,0,HIBRID_STEFY.XLS
Phragmipedium,schroderae 'Hoosier Hysteria' Hcc/aos x Phrag. besseae,H-000346,26-Jan-11,12-may-11,PRH8006,V-16 M-4E,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Phragmipedium,Elizabeth March,H-000347,26-Jan-11,12-may-11,PRH8007,V-16 M-4E,CARLOS GUACHISACA,1,0,HIBRID_STEFY.XLS
Brassolaeliocattleya,Wendys Valentine x Slc. Fire Magic 'Solar Flame',H-000348,05-nov-10,18-may-11,PRH8020,V-4 M-1A,MERINO GILBERTO,1,0,HIBRID_STEFY.XLS
Laeliocattleya,Hibrida 'red Rose'x Lc. Lee Long Ford Copper Quen,H-000349,17-Dec-10,18-may-11,PRH8021,V-1 M-1A,MERINO GILBERTO,2,0,HIBRID_STEFY.XLS
Dendrobium,Elizabeth x Den. Anuchar Flare,H-000350,28-Dec-10,25-may-11,PRH8022,V-7 M-17B,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Dendrobium,Hibrido 16-6D,H-000351,21-Dec-11,27-may-12,PRH8041,V-4 M-2A,PORTILLA IVAN,1,0,HIBRID_STEFY.XLS
Cattleya,Siam 80 x Blc. Term Thong-Thoshie Aoki,H-000352,29-Dec-10,03-jun-11,PRH8042,V-4 M-2A,MERINO GILBERTO,1,0,HIBRID_STEFY.XLS
