F.SIEMBRA;CODIGO;ESPECIE;CLIMA;UBICACI;RESPONSABLE;S.VANA;S.STOCK;C.SOLIC;DISPONE;F.GERMI;E.CAPSU
24/1/2012;PRH8515        ;Aerides calayana x V. Gordon Dillon;Warm ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;1;      ;0;-;Cerrada   
23/2/2018;PIS7349        ;Aerides crassifolia;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
10/5/2019;PIS7349        ;Aerides crassifolia;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
30/5/2013;PIS4388        ;Aerides houlletiana;Warm ;P-102 N-C   ;ANTONIO TENELANDA   ;  ;0;800;0;-;Cerrada   
30/9/2013;PIS4388        ;Aerides houlletiana;Warm ;P-          ;                    ;  ;1;800;0;-;Abierta   
15/7/2014;PIS4388        ;Aerides houlletiana;Warm ;P-109 N-E   ;ANTONIO TENELANDA   ;  ;0;800;0;-;Abierta   
5/12/2014;PRS9826        ;Aerides multiflora;Warm ;P-102 N-E   ;MANUEL RUIZ         ;  ;1;800;0;23/1/2015;Cerrada   
10/2/2015;PRS5920        ;Aerides odorata;Warm ;P-          ;MANUEL RUIZ         ;SI;0;1500;0;-;Abierta   
25/2/2015;PRS5920        ;Aerides odorata;Warm ;P-          ;                    ;SI;0;1500;0;-;Abierta   
31/7/2015;PRS5920        ;Aerides odorata;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
19/10/2016;PRS5920        ;Aerides odorata;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
4/10/2024;PRS5920        ;Aerides odorata;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1500;3;-;Cerrada   
7/1/2015;PRS5920        ;Aerides odorata;Warm ;P-109 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;13/1/2015;Cerrada   
5/12/2014;PRS5920        ;Aerides odorata;Warm ;P-102 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;23/1/2015;Cerrada   
24/5/2017;PRS5920        ;Aerides odorata;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1500;0;14/7/2017;Cerrada   
24/1/2012;PIS4439        ;Aerides quinquevulnera;Warm ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;1;800;0;-;Cerrada   
11/1/2013;PIS4439        ;Aerides quinquevulnera;Warm ;P-101       ;                    ;  ;0;800;0;-;Abierta   
31/3/2015;PIS4439        ;Aerides quinquevulnera;Warm ;P-108 N-E   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
1/12/2023;PIS4439        ;Aerides quinquevulnera;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
19/6/2024;PIS4439        ;Aerides quinquevulnera;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
16/4/2019;PIS9150        ;Aerides rubescens;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;-;Cerrada   
23/4/2019;PIS9150        ;Aerides rubescens;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;-;Cerrada   
9/5/2023;PIS9150        ;Aerides rubescens;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
29/9/2015;PIS9150        ;Aerides rubescens;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;31/10/2015;Cerrada   
14/4/2018;PIS9150        ;Aerides rubescens;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1000;0;3/8/2018;Cerrada   
16/10/2015;PIS9150-001    ;Aerides rubescens 003229;Warm ;P-          ;                    ;  ;1;800;0;-;Abierta   
19/5/2015;PIS9150-001    ;Aerides rubescens 003229;Warm ;P-102 N-B   ;MANUEL RUIZ         ;  ;0;800;0;26/6/2015;Cerrada   
29/8/2012;PIS4220        ;Aganisia cyanea;Warm ;P-          ;                    ;  ;1;500;0;-;Abierta   
31/5/2013;PIS4220        ;Aganisia cyanea;Warm ;P-102 N-E   ;ANTONIO TENELANDA   ;  ;0;500;0;-;Abierta   
20/4/2015;PIS4220        ;Aganisia cyanea;Warm ;P-101 N-A   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
1/4/2025;PIS4220        ;Aganisia cyanea;Warm ;P-131 N-D   ;MANUEL RUIZ         ;  ;1;500;2;-;Cerrada   
4/1/2018;PIS4220-001    ;Aganisia cyanea (Autopoli);Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;300;0;6/4/2018;Cerrada   
31/7/2024;PRH18345       ;Aganisia cyanea x Koellensteinia graminea big form;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;700;0;-;Abierta   
26/4/2025;PIS4220-002    ;Aganisia cyanea x self;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;500;2;-;Cerrada   
9/1/2023;PIS12833       ;Alamania punicea;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
5/12/2023;PIS12833       ;Alamania punicea;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;3000;0;-;Cerrada   
26/12/2024;PIS12833-001   ;Alamania punicea x self;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;3000;2;-;Cerrada   
2/1/2018;PRH12653       ;Aliceara Gualaceo Spring x Odontioda Arthur Elle San Damiano;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;600;0;-;Cerrada   
26/9/2019;PRH14135       ;Aliceara Gualaceo Spring x Odontoglossum Lemon Drop ' Buttermilk';Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
7/1/2021;PRH14923       ;Aliceara Gualaceo Spring x Wilsonara Tiger Braw;Intermedio ;P-102 N-E   ;MANUEL RUIZ         ;  ;0;1200;0;-;Abierta   
29/1/2022;PRH14923       ;Aliceara Gualaceo Spring x Wilsonara Tiger Braw;Intermedio ;P-102 N-E   ;MANUEL RUIZ         ;  ;0;1200;0;-;Abierta   
9/1/2023;PRH14923       ;Aliceara Gualaceo Spring x Wilsonara Tiger Braw;Intermedio ;P-          ;                    ;SI;0;1200;0;-;Abierta   
25/9/2024;PHE18938       ;Alocasia Hami Melon;IW;P-          ;                    ;  ;0;800;0;-;Abierta   
25/9/2024;PRE17435-002   ;Alocasia longiloba narrow sp 'Borneo';Intermedio ;P-          ;                    ;  ;0;800;0;-;Abierta   
26/8/2016;PIS10794       ;Amesiella minor;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;800;0;-;Cerrada   
12/12/2016;PIS10794       ;Amesiella minor;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;800;0;-;Cerrada   
3/10/2017;PIS10794       ;Amesiella minor;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;800;0;-;Abierta   
8/11/2016;PIS10794       ;Amesiella minor;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;1;800;0;16/12/2016;Cerrada   
29/11/2018;PIS10794       ;Amesiella minor;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;800;0;28/12/2018;Abierta   
19/9/2021;PIS10795-001   ;Amesiella monticola L;Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
5/4/2013;PIS2322        ;Amesiella philippinensis;IW;P-101 N-E   ;ANTONIO TENELANDA   ;  ;1;600;0;-;Cerrada   
22/12/2015;PIS2322        ;Amesiella philippinensis;IW;P-          ;                    ;  ;1;600;0;-;Abierta   
8/9/2016;PIS2322        ;Amesiella philippinensis;IW;P-131 N-B   ;MANUEL RUIZ         ;  ;1;600;0;-;Abierta   
29/8/2014;PIS2322        ;Amesiella philippinensis;IW;P-101 N-B   ;ANTONIO TENELANDA   ;  ;0;600;0;12/9/2014;Abierta   
9/4/2016;PIS2322-002    ;Amesiella philippinensis spont;IW;P-          ;                    ;  ;0;500;0;-;Abierta   
28/5/2017;PIS2322-002    ;Amesiella philippinensis spont;IW;P-          ;                    ;  ;0;500;0;-;Abierta   
21/8/2012;PRS1417        ;Anathallis acuminata;Cool ;P-116 N-D   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Cerrada   
7/9/2012;PRS1417        ;Anathallis acuminata;Cool ;P-116 N-F   ;PAOLA MEDINA        ;  ;0;      ;0;-;Abierta   
16/6/2019;PRS3783-003    ;Anathallis jesupiorum L;Intermedio ;P-          ;                    ;  ;0;1200;0;-;Abierta   
21/11/2017;PRS1569        ;Anathallis sanchezii;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;200;0;5/1/2018;Cerrada   
23/1/2012;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;1;1200;0;-;Abierta   
7/3/2014;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-102 N-E   ;ANTONIO TENELANDA   ;  ;0;1200;0;-;Abierta   
26/3/2014;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-          ;                    ;  ;1;1200;0;-;Cerrada   
27/12/2016;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
16/3/2017;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1200;0;-;Abierta   
24/5/2017;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
25/7/2017;PRS5370        ;Ancistrochilus rothschildianus;Warm ;P-131 N-C   ;PAOLA MEDINA        ;  ;0;1200;0;-;Cerrada   
10/9/2024;PRS5370-004    ;Ancistrochilus rothschildianus x self;Warm ;P-131 N-C   ;MANUEL RUIZ         ;  ;0;1200;0;-;Abierta   
27/6/2013;PRS9556        ;Andinia dielsii;Intermedio ;P-102 N-E   ;                    ;  ;0;      ;0;-;Cerrada   
29/9/2011;PRS0032        ;Andinia lappacea;IW;P-101 N-B   ;GENOVEVA VILLA      ;  ;0;1500;0;-;Abierta   
22/12/2017;PRS0032        ;Andinia lappacea;IW;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;-;Semiabiert
17/6/2019;PRS0032-008    ;Andinia lappacea orange L;IW;P-          ;                    ;  ;0;2000;0;-;Abierta   
3/1/2019;PRS0032-006    ;Andinia lappacea orange x yellow L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
17/6/2019;PRS0032-006    ;Andinia lappacea orange x yellow L;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
28/5/2017;PRS0032-002    ;Andinia lappacea yellow x orange;IW;P-          ;                    ;  ;0;1500;0;-;Abierta   
26/8/2018;PRS0032-007    ;Andinia lappacea yellow x orange L;IW;P-          ;                    ;  ;0;1500;0;-;Abierta   
14/4/2023;PRS0032-007    ;Andinia lappacea yellow x orange L;IW;P-          ;                    ;  ;0;1500;0;-;Abierta   
9/8/2010;PRS0033        ;Andinia pensilis;Cool ;P-116 N-E   ;EDISON LOJANO       ;  ;0;      ;0;-;Cerrada   
27/6/2013;PRS0033        ;Andinia pensilis;Cool ;P-102 N-E   ;                    ;  ;0;      ;0;-;Cerrada   
9/12/2024;PRS19035-001   ;Andinia pilosella L;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;500;0;-;Cerrada   
5/12/2017;PRS4931-005    ;Andinia sp Uchucay (refugio);Cool ;P-102 N-F   ;MANUEL RUIZ         ;  ;0;700;0;-;Cerrada   
5/12/2017;PRS4931-006    ;Andinia sp Uchucayensis;Cool ;P-116 N-E   ;MANUEL RUIZ         ;  ;0;700;0;-;Cerrada   
22/6/2016;PRS4931-003    ;Andinia sp Uzhucay 'amarilla';Cool ;P-116 N-F   ;MANUEL RUIZ         ;  ;0;700;0;-;Cerrada   
7/12/2017;PRS12552       ;Andinia spiralis;Cool ;P-102 N-C   ;MANUEL RUIZ         ;  ;1;300;0;-;Cerrada   
11/7/2017;PRS1452        ;Andreettaea claviculata;Cool ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;22/12/2017;Cerrada   
11/7/2017;PRS1542        ;Andreettaea perangusta;Cool ;P-116 N-D   ;MANUEL RUIZ         ;  ;0;500;0;22/9/2017;Cerrada   
2/4/2018;PRE12842       ;Anetium citrifolium;Intermedio ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;      ;0;-;Abierta   
28/5/2017;PRS12042       ;Angraecum arachnites;Intermedio ;P-          ;                    ;  ;0;2500;0;-;Abierta   
15/12/2016;PRS12042-001   ;Angraecum arachnites 'Uchucay';Intermedio ;P-          ;                    ;  ;0;2500;0;-;Abierta   
14/1/2025;PRS12042-001   ;Angraecum arachnites 'Uchucay';Intermedio ;P-          ;                    ;  ;0;2500;0;-;Abierta   
14/1/2025;PIH19496-001   ;Angraecum arachnites x Angcm. conchoglossum L;IW;P-          ;                    ;  ;0;1200;0;-;Abierta   
14/1/2025;PIS16358-002   ;Angraecum conchoglossum ('JC2019' x 'JC2019');Intermedio ;P-          ;                    ;  ;0;1500;0;-;Abierta   
14/4/2023;PIS16358-001   ;Angraecum conchoglossum L;Intermedio ;P-          ;                    ;  ;0;1500;0;-;Abierta   
14/3/2023;PIS16358-001   ;Angraecum conchoglossum L;Intermedio ;P-          ;                    ;  ;0;1500;0;-;Abierta   
14/2/2023;PIS16358-001   ;Angraecum conchoglossum L;Intermedio ;P-133 N-D   ;PATRICIA ZHIÑIN     ;  ;0;1500;0;-;Abierta   
27/5/2017;PIH12391       ;Angraecum Conundrum;IW;P-          ;                    ;  ;0;1200;0;-;Abierta   
21/1/2025;PIH12391       ;Angraecum Conundrum;IW;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1200;0;-;Cerrada   
12/2/2025;PIH12391       ;Angraecum Conundrum;IW;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1200;2;-;Cerrada   
20/1/2018;PIH12391-001   ;Angraecum Conundrum L;IW;P-          ;                    ;  ;0;700;0;-;Abierta   
23/3/2022;PRS15822-001   ;Angraecum coutrixii L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
14/4/2023;PRS15822-001   ;Angraecum coutrixii L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
11/9/2013;PIS4413        ;Angraecum didieri;Warm ;P-101 N-D   ;PAOLA MEDINA        ;  ;0;900;0;-;Cerrada   
17/1/2014;PIS4413        ;Angraecum didieri;Warm ;P-          ;                    ;  ;1;900;0;-;Cerrada   
28/2/2014;PIS4413        ;Angraecum didieri;Warm ;P-101 N-E   ;ANTONIO TENELANDA   ;  ;0;900;0;-;Cerrada   
8/12/2015;PIS4413-005    ;Angraecum didieri;Warm ;P-126 N-A   ;PAOLA MEDINA        ;  ;0;      ;0;-;Abierta   
22/3/2016;PIS4413-005    ;Angraecum didieri;Warm ;P-131       ;                    ;  ;0;      ;0;-;Abierta   
15/3/2016;PIS4413        ;Angraecum didieri;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;900;0;22/4/2016;Abierta   
14/6/2016;PIS4413        ;Angraecum didieri;Warm ;P-131 N-B   ;MANUEL RUIZ         ;  ;0;900;0;9/7/2016;Cerrada   
21/4/2015;PIS4413-003    ;Angraecum didieri anteross;Warm ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;500;0;22/5/2015;Abierta   
22/6/2023;PIS9906-004    ;Angraecum distichum (Autopoli);Warm ;P-101 N-C   ;EDISON LOJANO       ;  ;1;800;0;-;Cerrada   
26/6/2023;PIS9906-004    ;Angraecum distichum (Autopoli);Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;1;800;0;-;Cerrada   
19/9/2021;PIS9906-003    ;Angraecum distichum L;Warm ;P-          ;                    ;  ;0;800;0;-;Abierta   
24/10/2022;PIS9906-003    ;Angraecum distichum L;Warm ;P-          ;                    ;  ;0;800;0;-;Abierta   
7/11/2014;PIS9906-001    ;Angraecum distichum x sib;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;800;0;-;Cerrada   
5/12/2014;PIS9906-001    ;Angraecum distichum x sib;Warm ;P-102 N-D   ;MANUEL RUIZ         ;  ;0;800;0;-;Cerrada   
28/8/2015;PIS9906-001    ;Angraecum distichum x sib;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;800;0;-;Cerrada   
27/1/2017;PIS12149       ;Angraecum dollii;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
28/5/2017;PIS12149       ;Angraecum dollii;IW;P-          ;                    ;  ;0;1800;0;-;Abierta   
14/3/2016;PRH11541       ;Angraecum Ecuagenera;IW;P-101 N-A   ;PAOLA MEDINA        ;  ;0;1000;0;-;Abierta   
3/12/2024;PRH11541       ;Angraecum Ecuagenera;IW;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1000;0;-;Abierta   
3/2/2025;PRH11541       ;Angraecum Ecuagenera;IW;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1000;1;-;Cerrada   
12/2/2025;PRH11541       ;Angraecum Ecuagenera;IW;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1000;2;-;Cerrada   
5/2/2011;PIS7150        ;Angraecum florulentum;Warm ;P-100       ;                    ;  ;0;900;0;-;Abierta   
24/2/2012;PIS8780        ;Angraecum humbertii;IW;P-101 N-B   ;ANTONIO TENELANDA   ;  ;0;1500;0;-;Abierta   
23/11/2018;PIS8780        ;Angraecum humbertii;IW;P-102 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;15/2/2019;Cerrada   
22/12/2017;PRH12573       ;Angraecum Lai's Star;IW;P-102 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;17/2/2018;Abierta   
10/10/2017;PIS4399        ;Angraecum leonis;Warm ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;-;Cerrada   
27/6/2023;PIS4399        ;Angraecum leonis;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
12/12/2023;PIS4399        ;Angraecum leonis;Warm ;P-101 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;-;Cerrada   
7/2/2013;PIS4399-001    ;Angraecum leonis comoro;Warm ;P-109 N-E   ;ANTONIO TENELANDA   ;  ;0;1000;0;-;Cerrada   
7/1/2013;PIS4399-001    ;Angraecum leonis comoro;Warm ;P-          ;                    ;SI;0;1000;0;-;Abierta   
3/10/2014;PIS4399-001    ;Angraecum leonis comoro;Warm ;P-101 N-B   ;MANUEL RUIZ         ;  ;0;1000;0;21/11/2014;Cerrada   
14/9/2021;PRS15823-001   ;Angraecum linearifolium L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
24/12/2022;PRS15823-001   ;Angraecum linearifolium L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
14/4/2023;PRS15823-001   ;Angraecum linearifolium L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
1/5/2013;PIS2327-003    ;Angraecum magdalenae;Intermedio ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Abierta   
22/7/2013;PIS2327        ;Angraecum magdalenae;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Abierta   
20/9/2013;PIS2327        ;Angraecum magdalenae;Intermedio ;P-102 N-D   ;PAOLA MEDINA        ;  ;1;1500;0;-;Abierta   
11/3/2014;PIS2327        ;Angraecum magdalenae;Intermedio ;P-102 N-C   ;ANTONIO TENELANDA   ;  ;1;1500;0;-;Abierta   
9/5/2014;PIS2327        ;Angraecum magdalenae;Intermedio ;P-101 N-E   ;ANTONIO TENELANDA   ;  ;0;1500;0;-;Abierta   
6/8/2019;PIS2327        ;Angraecum magdalenae;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Abierta   
7/7/2023;PIS2327        ;Angraecum magdalenae;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Abierta   
20/7/2023;PIS2327        ;Angraecum magdalenae;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Abierta   
20/8/2018;PIS2327        ;Angraecum magdalenae;Intermedio ;P-102 N-F   ;MANUEL RUIZ         ;  ;1;1500;0;6/10/2018;Abierta   
22/11/2022;PIS16359-001   ;Angraecum oblongifolium 'Uchucay';Intermedio ;P-          ;                    ;  ;0;1200;0;-;Abierta   
14/4/2023;PIS16359-001   ;Angraecum oblongifolium 'Uchucay';Intermedio ;P-          ;                    ;  ;0;1200;0;-;Abierta   
24/12/2022;PIS13308-002   ;Angraecum pectinatum (junginger x sib) pink L;Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
14/1/2025;PIS13308-003   ;Angraecum pectinatum 'Junginger';Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
26/8/2018;PIS13308-001   ;Angraecum pectinatum L;Warm ;P-          ;                    ;  ;0;900;0;-;Abierta   
14/9/2021;PIS13308-001   ;Angraecum pectinatum L;Warm ;P-          ;                    ;  ;0;900;0;-;Abierta   
19/9/2021;PRS15824-001   ;Angraecum popowii L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
20/1/2018;PIS12874-001   ;Angraecum pseudofilicornu L;Warm ;P-          ;                    ;  ;0;900;0;-;Abierta   
23/3/2022;PIS12874-001   ;Angraecum pseudofilicornu L;Warm ;P-          ;                    ;  ;0;900;0;-;Abierta   
20/11/2018;PIS12874-002   ;Angraecum pseudofilicornu Malala L;Warm ;P-          ;                    ;  ;0;1000;0;-;Abierta   
7/9/2011;PRS4991-002    ;Angraecum s. 22 ex madagascar;Warm ;P-131 N-D   ;GENOVEVA VILLA      ;  ;1;1500;0;-;Cerrada   
20/7/2016;PRS4991-002    ;Angraecum s. 22 ex madagascar;Warm ;P-          ;                    ;  ;1;1500;0;-;Cerrada   
8/4/2015;PRS4991-002    ;Angraecum s. 22 ex madagascar;Warm ;P-101 N-D   ;MANUEL RUIZ         ;  ;0;1500;0;8/5/2015;Abierta   
7/1/2013;PRS4991-004    ;Angraecum s. Guayaquil;Warm ;P-131 N-C   ;ANTONIO TENELANDA   ;  ;0;      ;0;-;Abierta   
19/9/2021;PIS11378-002   ;Angraecum sacciferum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
8/12/2015;PIS11378-001   ;Angraecum sacciferum MacMac Falls;Intermedio ;P-109 N-A   ;PAOLA MEDINA        ;  ;0;1200;0;-;Abierta   
13/12/2018;PIS12951       ;Angraecum scottianum;Warm ;P-          ;                    ;  ;0;1500;0;-;Abierta   
22/11/2017;PIS4360        ;Angraecum sesquipedale;Warm ;P-          ;                    ;SI;0;1500;0;-;Abierta   
25/4/2010;PIS4360-002    ;Angraecum sesquipedale croice Patrick;Warm ;P-100       ;                    ;  ;0;      ;0;-;Cerrada   
30/1/2012;PRH5573        ;Angraecum sp;Warm ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;1;      ;0;-;Abierta   
31/3/2015;PRH5573        ;Angraecum sp;Warm ;P-108 N-E   ;MANUEL RUIZ         ;  ;0;      ;0;-;Abierta   
14/1/2025;PIS19497-001   ;Angraecum stella-africae 'Spont';IW;P-          ;                    ;  ;0;1500;0;-;Abierta   
19/9/2021;PRS15825-001   ;Angraecum urschianum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
27/12/2022;PRS15825-001   ;Angraecum urschianum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
24/12/2022;PRS15825-001   ;Angraecum urschianum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
24/12/2022;PRS15825-001   ;Angraecum urschianum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
18/12/2022;PRS15825-001   ;Angraecum urschianum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
14/4/2023;PRS15825-001   ;Angraecum urschianum L;Intermedio ;P-          ;                    ;  ;0;900;0;-;Abierta   
20/11/2018;PIS12872-002   ;Angraecum viguieri Denis x Denis;Warm ;P-          ;                    ;  ;0;1000;0;-;Abierta   
20/1/2018;PIS12872-001   ;Angraecum viguieri L;Warm ;P-          ;                    ;  ;0;1200;0;-;Abierta   
15/1/2013;PRS0036        ;Anguloa cliftonii;Intermedio ;P-101 N-D   ;ANTONIO TENELANDA   ;  ;1;2000;0;-;Abierta   
20/10/2017;PRS0036        ;Anguloa cliftonii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;1;2000;0;-;Cerrada   
14/11/2022;PRS0036        ;Anguloa cliftonii;Intermedio ;P-102 N-E   ;MANUEL RUIZ         ;  ;1;2000;0;-;Abierta   
24/12/2022;PRS0036        ;Anguloa cliftonii;Intermedio ;P-          ;                    ;  ;1;2000;0;-;Abierta   
27/10/2017;PRS0036        ;Anguloa cliftonii;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;1;2000;0;10/2/2018;Cerrada   
6/2/2019;PRS0036-001    ;Anguloa cliftonii var. luigui;Intermedio ;P-102 N-E   ;MANUEL RUIZ         ;  ;1;1200;0;11/4/2019;Abierta   
19/12/2016;PRH11867       ;Anguloa cliftonii x Maxillaria striata red;Intermedio ;P-101 N-E   ;MANUEL RUIZ         ;  ;0;1500;0;3/3/2017;Cerrada   
3/1/2017;PRH11867       ;Anguloa cliftonii x Maxillaria striata red;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;1;1500;0;6/5/2017;Cerrada   
26/1/2012;PIS0037        ;Anguloa clowesii;Intermedio ;P-101 N-B   ;ANTONIO TENELANDA   ;  ;0;1500;0;-;Semiabiert
1/4/2015;PIS0037        ;Anguloa clowesii;Intermedio ;P-108 N-F   ;MANUEL RUIZ         ;  ;0;1500;0;-;Abierta   
16/3/2016;PIS0037        ;Anguloa clowesii;Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
13/9/2016;PIS0037        ;Anguloa clowesii;Intermedio ;P-102 N-E   ;MANUEL RUIZ         ;  ;1;1500;0;-;Abierta   
16/11/2018;PIS0037        ;Anguloa clowesii;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Abierta   
17/11/2023;PIS0037        ;Anguloa clowesii;Intermedio ;P-          ;                    ;  ;1;1500;0;-;Abierta   
22/11/2023;PRH17443       ;Anguloa clowesii X Lycaste Katsuragawa Yellow Bird 'SM/JGP x 'Canary' SM/JOGA;Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;1;1000;0;-;Cerrada   
2/4/2024;PRH17443       ;Anguloa clowesii X Lycaste Katsuragawa Yellow Bird 'SM/JGP x 'Canary' SM/JOGA;Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;1;1000;0;-;Abierta   
16/5/2024;PRH17443       ;Anguloa clowesii X Lycaste Katsuragawa Yellow Bird 'SM/JGP x 'Canary' SM/JOGA;Intermedio ;P-101 N-F   ;MANUEL RUIZ         ;  ;1;1000;0;-;Abierta   
26/1/2021;PRH14897       ;Anguloa clowesii x Maxillaria molitor orange;Intermedio ;P-101 N-C   ;MANUEL RUIZ         ;  ;0;500;0;-;Abierta   
20/12/2012;PRS5219        ;Anguloa eburnea;Intermedio ;P-102 N-B   ;ANTONIO TENELANDA   ;  ;1;800;0;-;Abierta   
23/1/2015;PRS5219        ;Anguloa eburnea;Intermedio ;P-101 N-A   ;                    ;  ;0;800;0;-;Abierta   
4/9/2024;PRS5219-005    ;Anguloa eburnea (Autopoli);Intermedio ;P-102 N-C   ;MANUEL RUIZ         ;  ;1;500;0;-;Abierta   
11/11/2024;PRS5219-005    ;Anguloa eburnea (Autopoli);Intermedio ;P-101 N-D   ;MANUEL RUIZ         ;  ;1;500;0;-;Abierta   
